u_id,legacy_path,sha256,size_bytes,collection,dedup_role,historical_canonical_path,object_path,alias_identity_status
U129,research/ref-paper/is2/pdfs/10_neuclirbench_modern_evaluation_for_cross_language_2025.pdf,a376e80138afe1c3b55cc8e9c8834c37bd157ebbac3a301755ce30a16bf70543,290923,is2,canonical,research/ref-paper/is2/pdfs/10_neuclirbench_modern_evaluation_for_cross_language_2025.pdf,01_evidence/C-tier/U129_neuclirbench_modern_evaluation_for_cross_language_ir.pdf,verified
U130,research/ref-paper/is2/pdfs/11_efficiently_aligned_cross_lingual_transfer_via_2024.pdf,30e9e24eb2025077501fe67fa930f65703cd6d35519cf8a8cc2f5753c0f5b026,1049047,is2,canonical,research/ref-paper/is2/pdfs/11_efficiently_aligned_cross_lingual_transfer_via_2024.pdf,01_evidence/B-tier/U130_efficiently_aligned_cross_lingual_transfer_via_prompt_tuning_eacl_2024.pdf,verified
U131,research/ref-paper/is2/pdfs/14_a_hybrid_llmkg_framework_for_biomedical_2025.pdf,46838903990945d2b2880da5427f7ba22cbc5473eaadbba2c668aa4ad8256006,1449376,is2,canonical,research/ref-paper/is2/pdfs/14_a_hybrid_llmkg_framework_for_biomedical_2025.pdf,01_evidence/B-tier/U131_a_hybrid_llm_kg_framework_for_biomedical_qa_llama_3b_neo4j.pdf,verified
U132,research/ref-paper/is2/pdfs/22_judging_the_judges_llm_generated_relevance_2025.pdf,aa2f2e996aee1463b6f9f03aed50037f7269d219915ae5bd2c1a0dbeb5664529,766049,is2,canonical,research/ref-paper/is2/pdfs/22_judging_the_judges_llm_generated_relevance_2025.pdf,01_evidence/B-tier/U132_judging_the_judges_llm_generated_relevance_judgments_llmjudge_sigir2024.pdf,verified
U133,research/ref-paper/is2/pdfs/23_trec_2024_rag_track_human_vs_2025.pdf,d60e93a406b54650b9e28980b70ace00cf9126c23a04f0f2de51fb35a2bf88df,487404,is2,canonical,research/ref-paper/is2/pdfs/23_trec_2024_rag_track_human_vs_2025.pdf,01_evidence/B-tier/U133_trec_2024_rag_track_human_vs_llm_support_judges.pdf,verified
U134,research/ref-paper/is2/pdfs/24_faithjudge_benchmarking_llm_faithfulness_in_rag_2025.pdf,6df788707b91ad54b598e04262f416ed695088f9bcceab34cb624bf299e9d241,398626,is2,canonical,research/ref-paper/is2/pdfs/24_faithjudge_benchmarking_llm_faithfulness_in_rag_2025.pdf,01_evidence/B-tier/U134_faithjudge_benchmarking_llm_faithfulness_in_rag.pdf,verified
U135,research/ref-paper/is2/pdfs/25_bridge_uncovering_missing_relevant_chunks_iclr_2025.pdf,ab62e49c653c949b9dc6f895bf22232fe2ec23cc6c3caaf6b8795d55e3f0cb56,809960,is2,canonical,research/ref-paper/is2/pdfs/25_bridge_uncovering_missing_relevant_chunks_iclr_2025.pdf,01_evidence/B-tier/U135_bridge_uncovering_missing_relevant_chunks_iclr_2026.pdf,verified
U136,research/ref-paper/is2/pdfs/26_legalbench_rag_benchmark_for_rag_in_2024.pdf,49f456c744cac4048018588550bf5ccb68ad29b49442d7bd227f21c9398824cd,605888,is2,canonical,research/ref-paper/is2/pdfs/26_legalbench_rag_benchmark_for_rag_in_2024.pdf,01_evidence/B-tier/U136_legalbench_rag_benchmark_for_rag_in_legal_domain.pdf,verified
U137,research/ref-paper/is2/pdfs/27_a_reasoning_focused_legal_retrieval_benchmark_2025.pdf,f0137d1108edca4414adacfede42e0e32ad0a2d173844dc2769e1f170d339438,718252,is2,canonical,research/ref-paper/is2/pdfs/27_a_reasoning_focused_legal_retrieval_benchmark_2025.pdf,01_evidence/B-tier/U137_a_reasoning_focused_legal_retrieval_benchmark_cslaw_2025.pdf,verified
U138,research/ref-paper/is2/pdfs/34_pgvector_open_source_vector_similarity_search_2021.pdf,2ed9197ce01aa3bc55611ec163939fe00444a7f6473334365c3f7c1f2f6212b3,96863,is2,canonical,research/ref-paper/is2/pdfs/34_pgvector_open_source_vector_similarity_search_2021.pdf,01_evidence/N-tier/U138_using_the_triangle_inequality_to_accelerate_k_means.pdf,alias_title_mismatch
U139,research/ref-paper/is2/pdfs/41_soft_language_prompts_for_language_transfer_2024.pdf,958032a7f60cd26042f7115eb2d18592d98c0cd01a20f83bb5ef8a3f4d7a7c78,654885,is2,canonical,research/ref-paper/is2/pdfs/41_soft_language_prompts_for_language_transfer_2024.pdf,01_evidence/B-tier/U139_soft_language_prompts_for_language_transfer_eacl_2024.pdf,verified
U140,research/ref-paper/is2/pdfs/43_hybrid_batch_training_for_multilingual_retrieval_2024.pdf,acf5f1b6e2324cbbb5e55cdb5511dce2e6f07105feddebba35c43ad60202e20a,456732,is2,canonical,research/ref-paper/is2/pdfs/43_hybrid_batch_training_for_multilingual_retrieval_2024.pdf,01_evidence/B-tier/U140_hybrid_batch_training_for_multilingual_retrieval_miracl.pdf,verified
U141,research/ref-paper/is2/pdfs/44_survey_of_tasks_datasets_models_in_2024.pdf,c1367879dd1b5265fa17ca71f311cc864e2899b49d7e8c44243bd1286e38bcfe,1205473,is2,canonical,research/ref-paper/is2/pdfs/44_survey_of_tasks_datasets_models_in_2024.pdf,01_evidence/C-tier/U141_survey_of_tasks_datasets_models_in_legal_nlp.pdf,verified
U091,research/ref-paper/is2/pdfs/48_raptor_recursive_abstractive_processing_for_tree_2024.pdf,01319e2e6e6ecfd504ee1bbda41d023f9e060bd3505ab3c161baa1d6d696cf75,2547113,is2,duplicate-of:research/ref-paper/shared/pdfs/11_raptor_recursive_abstractive_processing_for_tree_2024.pdf,research/ref-paper/shared/pdfs/11_raptor_recursive_abstractive_processing_for_tree_2024.pdf,01_evidence/C-tier/U091_raptor_recursive_abstractive_processing_for_tree_organized_retrieval.pdf,verified
U092,research/ref-paper/is2/pdfs/49_graphrag_query_focused_summarization_with_community_2024.pdf,730f1a9f38d16689900969a3eeeb1b31e45eda1dcc1f37a043afa90aff76c867,6893854,is2,duplicate-of:research/ref-paper/shared/pdfs/12_from_local_to_global_a_graphrag_2024.pdf,research/ref-paper/shared/pdfs/12_from_local_to_global_a_graphrag_2024.pdf,01_evidence/B-tier/U092_from_local_to_global_a_graphrag_approach_to_query_focused_summarization.pdf,verified
U142,research/ref-paper/is2/pdfs/50_trec_2023_neuclir_track_cross_language_2023.pdf,49aa9c8c578b09560e8bc59cf84b1575cbb531e6d4a9cb6e405d1092e6a354c7,1623319,is2,canonical,research/ref-paper/is2/pdfs/50_trec_2023_neuclir_track_cross_language_2023.pdf,01_evidence/B-tier/U142_trec_2023_neuclir_track_cross_language_neural_retrieval.pdf,verified
U143,research/ref-paper/is2/pdfs/51_optimizing_legal_information_retrieval_via_cross_2024.pdf,dcdca487711eb62d7968a9a4165c51185f9881115d18ff0c2f9047f1f8b8665d,2181025,is2,canonical,research/ref-paper/is2/pdfs/51_optimizing_legal_information_retrieval_via_cross_2024.pdf,01_evidence/B-tier/U143_beyond_keywords_optimizing_legal_information_retrieval_through_embedding.pdf,verified
U144,research/ref-paper/is2/pdfs/52_case_aware_llm_as_a_judge_2025.pdf,079b2c06a2d90c717d86e1c2127122ce9a7ac5e2b574ce26162d1155b02fc02a,1197399,is2,canonical,research/ref-paper/is2/pdfs/52_case_aware_llm_as_a_judge_2025.pdf,01_evidence/B-tier/U144_case_aware_llm_as_a_judge_for_enterprise_rag.pdf,verified
U145,research/ref-paper/is2/pdfs/53_legalbench_measuring_legal_reasoning_in_llms_2023.pdf,47a0759d5f5dfcc7516579c083ff5e44bfdd12164db86149f2fee8792d382122,1204779,is2,canonical,research/ref-paper/is2/pdfs/53_legalbench_measuring_legal_reasoning_in_llms_2023.pdf,01_evidence/C-tier/U145_legalbench_measuring_legal_reasoning_in_llms.pdf,verified
U146,research/ref-paper/is2/pdfs/57_medgraphrag_medical_kg_rag_with_evidence_2025.pdf,c1f7caa804e849a941fa106272f0fbc3ee0c1ba49fb5b4c45e9ca1d3f1c8a113,3448419,is2,canonical,research/ref-paper/is2/pdfs/57_medgraphrag_medical_kg_rag_with_evidence_2025.pdf,01_evidence/B-tier/U146_medical_graph_rag_towards_safe_medical_large_language_models_via_graph_r.pdf,verified_with_title_variation
U147,research/ref-paper/is2/pdfs/58_drug_repurposing_via_graph_of_thoughts_2026.pdf,b46fe84f7d4ed941ea6273fd4ff243057fc98a01273e1d75f33ada3988da5a8f,348243,is2,canonical,research/ref-paper/is2/pdfs/58_drug_repurposing_via_graph_of_thoughts_2026.pdf,01_evidence/B-tier/U147_drug_repurposing_via_graph_of_thoughts_got_primekg.pdf,verified
U148,research/ref-paper/is2/pdfs/59_lladr_llm_assisted_biomedical_concept_mapping_2025.pdf,c8eb99d7926c9febf8e4e416202ad9d13479a2d462167aad7ace539531f58b45,1597330,is2,canonical,research/ref-paper/is2/pdfs/59_lladr_llm_assisted_biomedical_concept_mapping_2025.pdf,01_evidence/B-tier/U148_lladr_llm_assisted_biomedical_concept_mapping_for_drug_repurposing.pdf,verified
U011,research/ref-paper/is1/dapfam-pdfs/01_a_domain_aware_family_level_dataset_to_benchmark_cross.pdf,384dff3e3ac0fe6d2064572bb0322ef4b059c82fcbd703e680a3b524e7120c27,2350240,is1-dapfam,duplicate-of:research/ref-paper/is1/pdfs/11_dapfam_domain_aware_family_level_dataset_2025.pdf,research/ref-paper/is1/pdfs/11_dapfam_domain_aware_family_level_dataset_2025.pdf,01_evidence/A-tier/U011_dapfam_a_domain_aware_family_level_dataset_to_benchmark_cross_domain_pat.pdf,verified
U012,research/ref-paper/is1/dapfam-pdfs/02_a_comprehensive_benchmark_and_model_family_for_patent_text.pdf,528a290ea2e479ed72d377c0fb4d5e762feaf4c5a233dc62464dfc5c11358f85,1091042,is1-dapfam,duplicate-of:research/ref-paper/is1/pdfs/12_patenteb_a_comprehensive_benchmark_and_model_2025.pdf,research/ref-paper/is1/pdfs/12_patenteb_a_comprehensive_benchmark_and_model_2025.pdf,01_evidence/A-tier/U012_patenteb_a_comprehensive_benchmark_and_model_family_for_patent_text_embe.pdf,verified
U049,research/ref-paper/is1/dapfam-pdfs/03_citation_driven_multi_view_training_for_patent.pdf,b9a6db6b10c10439cc5f5119f3e6c0e8a44f41c250d6e9125ccd3f6c00c472c3,1313297,is1-dapfam,duplicate-of:research/ref-paper/is1/pdfs/50_citation_driven_multi_view_training_for_2026.pdf,research/ref-paper/is1/pdfs/50_citation_driven_multi_view_training_for_2026.pdf,01_evidence/A-tier/U049_citation_driven_multi_view_training_for_patent_embeddings_qaecter_and_so.pdf,verified
U149,research/ref-paper/is1/dapfam-pdfs/04_benchmarking_patent_embeddings_a_multi_task_evaluation_of_22_models.pdf,07aefa5f1673e1825b696df49ff2d5c0b79c02fe579f131a850f6baf8d0458d9,7275454,is1-dapfam,canonical,research/ref-paper/is1/dapfam-pdfs/04_benchmarking_patent_embeddings_a_multi_task_evaluation_of_22_models.pdf,01_evidence/A-tier/U149_benchmarking_patent_embeddings_a_multi_task_evaluation_of_22_models_acro.pdf,verified
U150,research/ref-paper/structures/_structure_of_a_paper.pdf,88ee7461ad319c999153311c457c727ed78945f62b33a3f040d8b35439692b74,185008,structures,canonical,research/ref-paper/structures/_structure_of_a_paper.pdf,01_evidence/N-tier/U150_the_structure_of_an_academic_paper.pdf,verified
U151,research/ref-paper/is1/pdfs/85_skillopt_lite_better_and_faster_agent.pdf,4e7d36b233673a3793b95e7834e588acf19bcea3b292c7168781a95df792797d,1051972,is1,canonical,research/ref-paper/is1/pdfs/85_skillopt_lite_better_and_faster_agent.pdf,01_evidence/A-tier/U151_skillopt_lite_better_and_faster_agent_self_evolution_via_one_line_of_vib.pdf,verified
U152,research/ref-paper/is1/pdfs/86_marginal_advantage_accumulation_for_memory_driven_agent.pdf,a77d17230e6e1b29be82a61667dad4ed57fe3224f514aeb48141d71d1e0d14c0,5257658,is1,canonical,research/ref-paper/is1/pdfs/86_marginal_advantage_accumulation_for_memory_driven_agent.pdf,01_evidence/A-tier/U152_marginal_advantage_accumulation_for_memory_driven_agent_self_evolution.pdf,verified
U153,research/ref-paper/is1/pdfs/87_skillgrad_optimizing_agent_skills_like_gradient_descent.pdf,ac08480ae67c537dcfdc7ddb9dd1938adde2330943c09b3682a8f8e7383b1cfe,767174,is1,canonical,research/ref-paper/is1/pdfs/87_skillgrad_optimizing_agent_skills_like_gradient_descent.pdf,01_evidence/A-tier/U153_skillgrad_optimizing_agent_skills_like_gradient_descent.pdf,verified
