u_id,sha256,size_bytes,collection,record_type,verified_title,title_source,identity_status,title_token_overlap,doi,doi_source,doi_confidence,arxiv_id,arxiv_source,arxiv_confidence,page_count,tier,source_url,acquired_from,legacy_primary_alias,object_path,digest_path
U087,483472d9ccc633fe649a87f2224a09c717fcfe052c2914c50f8abce5f34dca84,1212451,shared,paper,Query Rewriting for Retrieval-Augmented Large Language Models,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2305.14283,acquisition_url,high,13,B,https://arxiv.org/abs/2305.14283,https://arxiv.org/pdf/2305.14283,research/ref-paper/shared/pdfs/05_query_rewriting_for_retrieval_augmented_large_2023.pdf,01_evidence/B-tier/U087_query_rewriting_for_retrieval_augmented_large_language_models.pdf,01_evidence/literature/validated-digests/U087_query_rewriting_for_retrieval_augmented_large_language_models_digest.md
U088,f6f481e31beca9961600dbd96381d574bcc9716d133b78fe41b665748f4733bc,1071486,shared,paper,Reciprocal Rank Fusion Based Hybrid Dense–Sparse Information Retrieval (RRF Hybrid),acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,9,B,https://ceur-ws.org/Vol-4173/T3-7.pdf,https://ceur-ws.org/Vol-4173/T3-7.pdf,research/ref-paper/shared/pdfs/06_reciprocal_rank_fusion_based_hybrid_densesparse_2023.pdf,01_evidence/B-tier/U088_reciprocal_rank_fusion_based_hybrid_dense_sparse_information_retrieval_r.pdf,01_evidence/literature/validated-digests/U088_reciprocal_rank_fusion_based_hybrid_dense_sparse_information_retrieval_r_digest.md
U089,54b7f1f28a36dfeed20d7524fca57903c7af4f438c63ae5615aa0b1881c4384a,535252,shared,paper,NV-Embed: Improved Techniques for Training LLMs as Generalist Embedding Models,acquisition_metadata_verified_in_pdf,verified_with_title_variation,0.8889,,,not_detected,,,not_detected,24,B,https://openreview.net/forum?id=lgsyLSsDRe,https://openreview.net/pdf?id=lgsyLSsDRe,research/ref-paper/shared/pdfs/07_nv_embed_improved_techniques_for_training_2024.pdf,01_evidence/B-tier/U089_nv_embed_improved_techniques_for_training_llms_as_generalist_embedding_m.pdf,01_evidence/literature/validated-digests/U089_nv_embed_improved_techniques_for_training_llms_as_generalist_embedding_m_digest.md
U090,7fa81da5d8f69f68e0ead2a96cc5807cd78c0aaac8a1f19778ca27525c16ff47,275808,shared,paper,Jina-ColBERT-v2: A General-Purpose Multilingual Late Interaction Retriever,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2408.16672,acquisition_url,high,8,B,https://arxiv.org/abs/2408.16672,https://arxiv.org/pdf/2408.16672,research/ref-paper/shared/pdfs/09_jina_colbert_v2_a_general_purpose_2024.pdf,01_evidence/B-tier/U090_jina_colbert_v2_a_general_purpose_multilingual_late_interaction_retrieve.pdf,01_evidence/literature/validated-digests/U090_jina_colbert_v2_a_general_purpose_multilingual_late_interaction_retrieve_digest.md
U091,01319e2e6e6ecfd504ee1bbda41d023f9e060bd3505ab3c161baa1d6d696cf75,2547113,shared,paper,RAPTOR: Recursive Abstractive Processing for Tree-Organized Retrieval,rendered_first_page_text,verified_with_title_variation,0.1429,,,not_detected,2401.18059,acquisition_url,high,23,C,https://arxiv.org/abs/2401.18059,https://arxiv.org/pdf/2401.18059,research/ref-paper/shared/pdfs/11_raptor_recursive_abstractive_processing_for_tree_2024.pdf,01_evidence/C-tier/U091_raptor_recursive_abstractive_processing_for_tree_organized_retrieval.pdf,01_evidence/literature/validated-digests/U091_raptor_recursive_abstractive_processing_for_tree_organized_retrieval_digest.md
U092,730f1a9f38d16689900969a3eeeb1b31e45eda1dcc1f37a043afa90aff76c867,6893854,shared,paper,From Local to Global: A GraphRAG Approach to Query-Focused Summarization,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2404.16130,acquisition_url,high,26,B,https://arxiv.org/abs/2404.16130,https://arxiv.org/pdf/2404.16130,research/ref-paper/shared/pdfs/12_from_local_to_global_a_graphrag_2024.pdf,01_evidence/B-tier/U092_from_local_to_global_a_graphrag_approach_to_query_focused_summarization.pdf,01_evidence/literature/validated-digests/U092_from_local_to_global_a_graphrag_approach_to_query_focused_summarization_digest.md
U093,e1041580a2fecec215b203f5232d558cd6e2802af3d4f5f04fe8bff5080460f8,14269078,shared,paper,Agentic Retrieval-Augmented Generation: A Survey on Agentic RAG,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2501.09136,acquisition_url,high,42,B,https://arxiv.org/abs/2501.09136,https://arxiv.org/pdf/2501.09136,research/ref-paper/shared/pdfs/14_agentic_retrieval_augmented_generation_a_survey_2025.pdf,01_evidence/B-tier/U093_agentic_retrieval_augmented_generation_a_survey_on_agentic_rag.pdf,01_evidence/literature/validated-digests/U093_agentic_retrieval_augmented_generation_a_survey_on_agentic_rag_digest.md
U094,52210d244a3571b77afc952fce3f83c769ef4df68e41c83398f1bcbcf12243bd,1728532,shared,paper,Interact-RAG: Elevating Retrieval-Augmented Generation via Active Corpus Interaction,acquisition_metadata_verified_in_pdf,verified_with_title_variation,0.8889,,,not_detected,,,not_detected,21,B,https://openreview.net/pdf?id=yHUjWb6eMe,https://openreview.net/pdf?id=yHUjWb6eMe,research/ref-paper/shared/pdfs/15_interact_rag_elevating_retrieval_augmented_generation_2024.pdf,01_evidence/B-tier/U094_interact_rag_elevating_retrieval_augmented_generation_via_active_corpus.pdf,01_evidence/literature/validated-digests/U094_interact_rag_elevating_retrieval_augmented_generation_via_active_corpus_digest.md
U095,75da7f107f4320c00066c50dbc6860c0e4919827cae482d82c217c07b148e58e,17479736,shared,paper,MedGraphRAG: Graph-based Retrieval-Augmented Generation for Medical LLMs,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,25,B,https://aclanthology.org/2025.acl-long.1381.pdf,https://aclanthology.org/2025.acl-long.1381.pdf,research/ref-paper/shared/pdfs/16_medgraphrag_graph_based_retrieval_augmented_generation_2025.pdf,01_evidence/B-tier/U095_medgraphrag_graph_based_retrieval_augmented_generation_for_medical_llms.pdf,01_evidence/literature/validated-digests/U095_medgraphrag_graph_based_retrieval_augmented_generation_for_medical_llms_digest.md
U096,3b2a4ee86f919e00e5a37bcdc5a41a854fcf6fee7ba2e20c19533c0e335d8aa0,3910285,shared,paper,"PubMed Knowledge Graph 2.0: Connecting Papers, Patents, and Clinical Trials",acquisition_metadata_verified_in_pdf,verified,1.0000,10.1038/s41597-025-05343-8,pdf_metadata,high,,,not_detected,20,B,https://www.nature.com/articles/s41597-025-05343-8,https://www.nature.com/articles/s41597-025-05343-8.pdf,research/ref-paper/shared/pdfs/17_pubmed_knowledge_graph_2_0_connecting_2025.pdf,01_evidence/B-tier/U096_pubmed_knowledge_graph_2_0_connecting_papers_patents_and_clinical_trials.pdf,01_evidence/literature/validated-digests/U096_pubmed_knowledge_graph_2_0_connecting_papers_patents_and_clinical_trials_digest.md
U097,6804b1862a5a0616ad46fee040d8a03f6eaef9d0733d69682b5d0a355a2199ff,576458,shared,paper,KGEIR: Knowledge Graph-Enhanced Iterative Reasoning for Multi-Hop QA,acquisition_metadata_verified_in_pdf,verified_with_title_variation,0.8889,,,not_detected,,,not_detected,11,B,https://eprints.whiterose.ac.uk/id/eprint/231839/,https://eprints.whiterose.ac.uk/id/eprint/231839/1/11.pdf,research/ref-paper/shared/pdfs/18_kgeir_knowledge_graph_enhanced_iterative_reasoning_2025.pdf,01_evidence/B-tier/U097_kgeir_knowledge_graph_enhanced_iterative_reasoning_for_multi_hop_qa.pdf,01_evidence/literature/validated-digests/U097_kgeir_knowledge_graph_enhanced_iterative_reasoning_for_multi_hop_qa_digest.md
U098,06a33f3104e1514429cab38e9a410abea56f20728b3d5dd76c6b311864ba4910,1288691,shared,paper,Named Entity Recognition of Pharmacokinetic Parameters in Pharmaceutical Literature,acquisition_metadata_verified_in_pdf,verified_with_title_variation,0.8571,10.1038/s41598-024-73338-3,pdf_front_matter,medium,,,not_detected,8,C,https://www.nature.com/articles/s41598-024-73338-3,https://www.nature.com/articles/s41598-024-73338-3.pdf,research/ref-paper/shared/pdfs/20_named_entity_recognition_of_pharmacokinetic_parameters_2024.pdf,01_evidence/C-tier/U098_named_entity_recognition_of_pharmacokinetic_parameters_in_pharmaceutical.pdf,01_evidence/literature/validated-digests/U098_named_entity_recognition_of_pharmacokinetic_parameters_in_pharmaceutical_digest.md
U099,bcd00775beb4588e0b7e211c91ffe2a49298bf19b0339dd94c212bab8c3957cf,365731,shared,paper,Benchmarking LLM Faithfulness in RAG with Evolving Leaderboards (FaithJudge/HHEM),acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,13,B,https://aclanthology.org/2025.emnlp-industry.54/,https://aclanthology.org/2025.emnlp-industry.54.pdf,research/ref-paper/shared/pdfs/21_benchmarking_llm_faithfulness_in_rag_with_2025.pdf,01_evidence/B-tier/U099_benchmarking_llm_faithfulness_in_rag_with_evolving_leaderboards_faithjud.pdf,01_evidence/literature/validated-digests/U099_benchmarking_llm_faithfulness_in_rag_with_evolving_leaderboards_faithjud_digest.md
U100,c14450394f85b53f3e3cdf2746f9e4f48efba7c895ab1af591607938ec066a4b,228332,shared,paper,HalluGraph: Auditable Hallucination Detection for Legal RAG via Knowledge Graph Alignment,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2512.01659,acquisition_url,high,8,B,https://arxiv.org/abs/2512.01659,https://arxiv.org/pdf/2512.01659,research/ref-paper/shared/pdfs/22_hallugraph_auditable_hallucination_detection_for_legal_2025.pdf,01_evidence/B-tier/U100_hallugraph_auditable_hallucination_detection_for_legal_rag_via_knowledge.pdf,01_evidence/literature/validated-digests/U100_hallugraph_auditable_hallucination_detection_for_legal_rag_via_knowledge_digest.md
U101,b9161f4b088b19efaf7cb573b85c163e8361d26c78a71c7b706acbf0e47b0e0d,299760,shared,paper,Typhoon: Thai Large Language Models (7B),acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2312.13951,acquisition_url,high,12,B,https://arxiv.org/abs/2312.13951,https://arxiv.org/pdf/2312.13951,research/ref-paper/shared/pdfs/23_typhoon_thai_large_language_models_7b_2023.pdf,01_evidence/B-tier/U101_typhoon_thai_large_language_models_7b.pdf,01_evidence/literature/validated-digests/U101_typhoon_thai_large_language_models_7b_digest.md
U102,bce607dec5791b8dec916ed010c9a2538fa4af63982ea07bab005e7ee73c8bda,1946454,shared,paper,NitiBench: A Comprehensive Study of LLM Framework Capabilities for Thai Legal QA,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2502.10868,acquisition_url,high,53,B,https://arxiv.org/abs/2502.10868,https://arxiv.org/pdf/2502.10868,research/ref-paper/shared/pdfs/24_nitibench_a_comprehensive_study_of_llm_2025.pdf,01_evidence/B-tier/U102_nitibench_a_comprehensive_study_of_llm_framework_capabilities_for_thai_l.pdf,01_evidence/literature/validated-digests/U102_nitibench_a_comprehensive_study_of_llm_framework_capabilities_for_thai_l_digest.md
U103,d9de9a71ff149b9dd8cc2811da88c51b94f1cf8bdc21cd32854ce4be472d2888,538199,shared,paper,Survey on Thai NLP Language Resources and Tools,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,11,B,https://aclanthology.org/2022.lrec-1.697/,https://aclanthology.org/2022.lrec-1.697.pdf,research/ref-paper/shared/pdfs/26_survey_on_thai_nlp_language_resources_2022.pdf,01_evidence/B-tier/U103_survey_on_thai_nlp_language_resources_and_tools.pdf,01_evidence/literature/validated-digests/U103_survey_on_thai_nlp_language_resources_and_tools_digest.md
U104,74e000a9268c673c880ef1247b17499bf4db9ea80a65c6f4482e50b8afde2584,1806114,shared,paper,Agent-Mediated Dialogic Framework for Query Expansion (AMD: Socratic+Dialogic+Reflective),acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2502.08557,acquisition_url,high,6,B,https://arxiv.org/abs/2502.08557,https://arxiv.org/pdf/2502.08557,research/ref-paper/shared/pdfs/27_agent_mediated_dialogic_framework_for_query_2025.pdf,01_evidence/B-tier/U104_agent_mediated_dialogic_framework_for_query_expansion_amd_socratic_dialo.pdf,01_evidence/literature/validated-digests/U104_agent_mediated_dialogic_framework_for_query_expansion_amd_socratic_dialo_digest.md
U105,952ef77f31522d3c6837a37aeb3623fb83c52c5c669fde50504c316493da7337,4241296,shared,paper,DMQR-RAG: Diverse Multi-Query Rewriting for Retrieval-Augmented Generation,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2411.13154,acquisition_url,high,12,B,https://arxiv.org/abs/2411.13154,https://arxiv.org/pdf/2411.13154,research/ref-paper/shared/pdfs/28_dmqr_rag_diverse_multi_query_rewriting_2024.pdf,01_evidence/B-tier/U105_dmqr_rag_diverse_multi_query_rewriting_for_retrieval_augmented_generatio.pdf,01_evidence/literature/validated-digests/U105_dmqr_rag_diverse_multi_query_rewriting_for_retrieval_augmented_generatio_digest.md
U106,999733e5b581b0f95d40638a77b331e4cf88a4e1f794bfbbcd8c25fc4737899f,623135,shared,paper,Collab-RAG: Boosting Retrieval-Augmented Generation for Complex Question Answering,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,18,B,http://www.cs.emory.edu/~jyang71/files/collab-rag.pdf,http://www.cs.emory.edu/~jyang71/files/collab-rag.pdf,research/ref-paper/shared/pdfs/29_collab_rag_boosting_retrieval_augmented_generation_2025.pdf,01_evidence/B-tier/U106_collab_rag_boosting_retrieval_augmented_generation_for_complex_question.pdf,01_evidence/literature/validated-digests/U106_collab_rag_boosting_retrieval_augmented_generation_for_complex_question_digest.md
U107,029f0085a205644c224ac7287d1027e5a8f5905ad47fe5e41c5e3e2b852ae1ad,811128,shared,paper,ROSERAG: Robust Retrieval-Augmented Generation with Small-Scale LLMs via Diverse Augmentation,acquisition_metadata_verified_in_pdf,verified_with_title_variation,0.8000,,,not_detected,,,not_detected,19,B,https://aclanthology.org/2025.findings-acl.676.pdf,https://aclanthology.org/2025.findings-acl.676.pdf,research/ref-paper/shared/pdfs/31_roserag_robust_retrieval_augmented_generation_with_2025.pdf,01_evidence/B-tier/U107_roserag_robust_retrieval_augmented_generation_with_small_scale_llms_via.pdf,01_evidence/literature/validated-digests/U107_roserag_robust_retrieval_augmented_generation_with_small_scale_llms_via_digest.md
U108,84a5e2b1fa04bb774bf12ae606d1e6d9dd2147ed2ebe78a4cfeb91ba380ffdd5,779424,shared,paper,Qwen3 Technical Report,rendered_first_page_text,verified,0.5000,,,not_detected,2505.09388,acquisition_url,high,35,B,https://arxiv.org/abs/2505.09388,https://arxiv.org/pdf/2505.09388,research/ref-paper/shared/pdfs/32_qwen3_technical_report_thinking_non_thinking_2025.pdf,01_evidence/B-tier/U108_qwen3_technical_report.pdf,01_evidence/literature/validated-digests/U108_qwen3_technical_report_digest.md
U109,c8465346b6321cf54646d28e017ad929c5d85850dfd1c89340ae5ad9680f744f,1503703,shared,paper,FinReflectKG-MultiHop: Financial QA Benchmark for Reasoning with KG Evidence,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2510.02906,acquisition_url,high,11,B,https://arxiv.org/abs/2510.02906,https://arxiv.org/pdf/2510.02906,research/ref-paper/shared/pdfs/35_finreflectkg_multihop_financial_qa_benchmark_for_2025.pdf,01_evidence/B-tier/U109_finreflectkg_multihop_financial_qa_benchmark_for_reasoning_with_kg_evide.pdf,01_evidence/literature/validated-digests/U109_finreflectkg_multihop_financial_qa_benchmark_for_reasoning_with_kg_evide_digest.md
U110,8a533f93664647c3b23c052b32cff6328cacbb2b67c9a08ca06aa97cb6620765,309644,shared,guideline,ICD-10-PCS Official Guidelines for Coding and Reporting 2023,pdfinfo,alias_title_mismatch,0.0000,,,not_detected,,,not_detected,20,N,https://arxiv.org/html/2505.01146v2,https://www.cms.gov/files/document/2023-official-icd-10-pcs-coding-guidelines.pdf,research/ref-paper/shared/pdfs/36_a_survey_of_biomedical_knowledge_graph_2025.pdf,01_evidence/N-tier/U110_icd_10_pcs_official_guidelines_for_coding_and_reporting_2023.pdf,01_evidence/literature/validated-digests/U110_icd_10_pcs_official_guidelines_for_coding_and_reporting_2023_digest.md
U111,e85895a3ef23f6685d1831a1dd1dd14efc5c704d7d9bc734216b2318163af340,3191352,shared,paper,Large Language Models Are Better Reasoners with Self-Verification,rendered_first_page_text,alias_title_mismatch,0.1000,,,not_detected,2212.09561,acquisition_url,high,26,N,https://arxiv.org/abs/2212.09561,https://arxiv.org/pdf/2212.09561,research/ref-paper/shared/pdfs/37_e5_mistral_text_embeddings_by_weakly_2024.pdf,01_evidence/N-tier/U111_large_language_models_are_better_reasoners_with_self_verification.pdf,01_evidence/literature/validated-digests/U111_large_language_models_are_better_reasoners_with_self_verification_digest.md
U112,c7b72d3f1d699da87ab65ead92a97c4bc0a97bc293f3611f9fbf6c57f3e2c398,3171176,shared,paper,Recent Advances in Named Entity Recognition: A Comprehensive Survey,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2401.10825,acquisition_url,high,42,C,https://arxiv.org/abs/2401.10825,https://arxiv.org/pdf/2401.10825,research/ref-paper/shared/pdfs/39_recent_advances_in_named_entity_recognition_2024.pdf,01_evidence/C-tier/U112_recent_advances_in_named_entity_recognition_a_comprehensive_survey.pdf,01_evidence/literature/validated-digests/U112_recent_advances_in_named_entity_recognition_a_comprehensive_survey_digest.md
U113,fa71a2e9afae5bf9434e3ff723ecddd199c0981751c0476ca8a2df9f1e6cbd77,390283,shared,paper,CLIRudit: Cross-Lingual Information Retrieval of Scientific Documents,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,17,B,https://aclanthology.org/2025.mrl-main.16.pdf,https://aclanthology.org/2025.mrl-main.16.pdf,research/ref-paper/shared/pdfs/41_clirudit_cross_lingual_information_retrieval_of_2025.pdf,01_evidence/B-tier/U113_clirudit_cross_lingual_information_retrieval_of_scientific_documents.pdf,01_evidence/literature/validated-digests/U113_clirudit_cross_lingual_information_retrieval_of_scientific_documents_digest.md
U114,b53dc9935f8ca3d8233dfe8867f58b888df340510cb5460a26d581ab18188f60,135432,shared,agency_memo,New Artificial Intelligence Functionality in PE2E Search,pdfinfo,alias_title_mismatch,0.2500,,,not_detected,,,not_detected,3,N,https://lumenci.com/blogs/ai-assisted-fto-search/,https://www.uspto.gov/sites/default/files/documents/ai-sim-search.pdf,research/ref-paper/shared/pdfs/43_ai_powered_freedom_to_operate_streamlining_2025.pdf,01_evidence/N-tier/U114_new_artificial_intelligence_functionality_in_pe2e_search.pdf,01_evidence/literature/validated-digests/U114_new_artificial_intelligence_functionality_in_pe2e_search_digest.md
U115,bd1513bce96d0871561f325b8d0294dfb84562a6f77cde5d7658966acb1add39,8077863,shared,guide,Trademark Guide in Thailand,rendered_first_page_text,alias_title_mismatch,1.0000,,,not_detected,,,not_detected,25,N,https://tmp-ip.com/patent-trends-in-medical-devices-for-ncds/,https://tmp-ip.com/wp-content/uploads/2025/05/Trademark-Guide-in-Thailand_2025-.pdf,research/ref-paper/shared/pdfs/46_patent_trends_in_medical_devices_for_2025.pdf,01_evidence/N-tier/U115_trademark_guide_in_thailand.pdf,01_evidence/literature/validated-digests/U115_trademark_guide_in_thailand_digest.md
U116,66223cee6c9baa0726af956d295ce9fc4c025d66280b4d367d840c9f89e1bfd2,620926,shared,paper,Diverse Augmentation from Large Language Models to Smaller Models for Efficient Retrieval (ACL 2025),acquisition_metadata_verified_in_pdf,verified_with_title_variation,0.8889,,,not_detected,,,not_detected,17,C,https://aclanthology.org/2025.acl-long.1457.pdf,https://aclanthology.org/2025.acl-long.1457.pdf,research/ref-paper/shared/pdfs/47_diverse_augmentation_from_large_language_models_2025.pdf,01_evidence/C-tier/U116_diverse_augmentation_from_large_language_models_to_smaller_models_for_ef.pdf,01_evidence/literature/validated-digests/U116_diverse_augmentation_from_large_language_models_to_smaller_models_for_ef_digest.md
U117,059fc7565b86ff487669bcab4b5b002076fa8d4e2f6989fb1736520164b6115d,1003816,shared,paper,Tree-Based Text Retrieval via Hierarchical Clustering in RAG Frameworks: Application on Taiwanese Regulations,first_page_text,verified,1.0000,,,not_detected,2506.13607,pdf_front_matter,medium,19,B,,,research/ref-paper/shared/pdfs/51_tree_based_text_retrieval_via_hierarchical_clustering.pdf,01_evidence/B-tier/U117_tree_based_text_retrieval_via_hierarchical_clustering_in_rag_frameworks.pdf,01_evidence/literature/validated-digests/U117_tree_based_text_retrieval_via_hierarchical_clustering_in_rag_frameworks_digest.md
U118,4b276d36ca3eed305cf22ac2d00ee29f2419a1d5424430d25af160c9592ff3eb,2364490,shared,paper,Graph RAG for Legal Norms: A Hierarchical and Temporal Approach,rendered_first_page_text,verified,1.0000,,,not_detected,2505.00039,pdf_front_matter,medium,23,B,,,research/ref-paper/shared/pdfs/53_graph_rag_for_legal_norms.pdf,01_evidence/B-tier/U118_graph_rag_for_legal_norms_a_hierarchical_and_temporal_approach.pdf,01_evidence/literature/validated-digests/U118_graph_rag_for_legal_norms_a_hierarchical_and_temporal_approach_digest.md
U119,f00093af256c7b3e5168c2e98fbb8c4847232a8838c91baad4540cb4f19c91f7,1616047,shared,paper,Optimizing Instructions and Demonstrations for Multi-Stage Language Model Programs,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2406.11695,acquisition_url,high,28,A,https://arxiv.org/abs/2406.11695,https://arxiv.org/pdf/2406.11695,research/ref-paper/shared/pdfs/55_miprov2_optimizing_instructions_and_demonstrations_2024.pdf,01_evidence/A-tier/U119_optimizing_instructions_and_demonstrations_for_multi_stage_language_mode.pdf,01_evidence/literature/validated-digests/U119_optimizing_instructions_and_demonstrations_for_multi_stage_language_mode_digest.md
U120,55b3b324d779a67c59dac2519445e3b07c14e6ff5c656fadb47a3d7b5997469e,1459631,shared,paper,Efficient Memory Management for Large Language Model Serving with PagedAttention,acquisition_metadata_verified_in_pdf,verified,1.0000,10.1145/3600006.3613165,pdf_front_matter,medium,2309.06180,acquisition_url,high,16,C,https://arxiv.org/abs/2309.06180,https://arxiv.org/pdf/2309.06180,research/ref-paper/shared/pdfs/56_vllm_efficient_memory_management_pagedattention_2023.pdf,01_evidence/C-tier/U120_efficient_memory_management_for_large_language_model_serving_with_pageda.pdf,01_evidence/literature/validated-digests/U120_efficient_memory_management_for_large_language_model_serving_with_pageda_digest.md
U121,6e35c8fe7af1f18a5c48dd2524629d859a2013a91d4b3666b554705287a17764,19804976,shared,paper,AWQ: Activation-Aware Weight Quantization for On-Device LLM Compression and Acceleration,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2306.00978,acquisition_url,high,15,C,https://arxiv.org/abs/2306.00978,https://arxiv.org/pdf/2306.00978,research/ref-paper/shared/pdfs/57_awq_activation_aware_weight_quantization_2024.pdf,01_evidence/C-tier/U121_awq_activation_aware_weight_quantization_for_on_device_llm_compression_a.pdf,01_evidence/literature/validated-digests/U121_awq_activation_aware_weight_quantization_for_on_device_llm_compression_a_digest.md
U122,6cc20b3c5b8d25b8b53868fc4ec1792c144f07d67bdf7395138efd4422197e7b,1844642,shared,paper,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2402.03300,acquisition_url,high,30,C,https://arxiv.org/abs/2402.03300,https://arxiv.org/pdf/2402.03300,research/ref-paper/shared/pdfs/58_deepseekmath_pushing_limits_mathematical_reasoning_2024.pdf,01_evidence/C-tier/U122_deepseekmath_pushing_the_limits_of_mathematical_reasoning_in_open_langua.pdf,01_evidence/literature/validated-digests/U122_deepseekmath_pushing_the_limits_of_mathematical_reasoning_in_open_langua_digest.md
U123,12024560d3be8dcd486e96e402dd114565a5b4d73d263148b196168c5f7f84fd,138960,is2,paper,OpenThaiGPT 1.5: A Thai-Centric Open Source LLM,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2411.07238,acquisition_url,high,8,B,https://arxiv.org/abs/2411.07238,https://arxiv.org/pdf/2411.07238,research/ref-paper/is2/pdfs/02_openthaigpt_1_5_a_thai_centric_2024.pdf,01_evidence/B-tier/U123_openthaigpt_1_5_a_thai_centric_open_source_llm.pdf,01_evidence/literature/validated-digests/U123_openthaigpt_1_5_a_thai_centric_open_source_llm_digest.md
U124,33734dfa7a467bca725bcd9829bde98a6e88e72223d026cc78b35c61b1156896,2812175,is2,paper,SeaLLMs: Large Language Models for Southeast Asia,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,11,C,https://aclanthology.org/2024.acl-demos.28,https://aclanthology.org/2024.acl-demos.28.pdf,research/ref-paper/is2/pdfs/03_seallms_large_language_models_for_southeast_2024.pdf,01_evidence/C-tier/U124_seallms_large_language_models_for_southeast_asia.pdf,01_evidence/literature/validated-digests/U124_seallms_large_language_models_for_southeast_asia_digest.md
U125,c4d3bf5d727d815a3498e2eee95022274bf8b60ee0703a8ac10f56f4d4b175d7,536935,is2,paper,SeaLLMs 3: Open Foundation Multilingual LLM,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,10,C,https://aclanthology.org/2025.naacl-demo.10,https://aclanthology.org/2025.naacl-demo.10.pdf,research/ref-paper/is2/pdfs/04_seallms_3_open_foundation_multilingual_llm_2025.pdf,01_evidence/C-tier/U125_seallms_3_open_foundation_multilingual_llm.pdf,01_evidence/literature/validated-digests/U125_seallms_3_open_foundation_multilingual_llm_digest.md
U126,dab4619bd59320fd55b07efa58258447efaedd2059a6afb0a93a8a155cca1b56,2432004,is2,paper,SEA-LION: Southeast Asian Languages in One Network,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2504.05747,acquisition_url,high,15,C,https://arxiv.org/abs/2504.05747,https://arxiv.org/pdf/2504.05747,research/ref-paper/is2/pdfs/05_sea_lion_southeast_asian_languages_in_2024.pdf,01_evidence/C-tier/U126_sea_lion_southeast_asian_languages_in_one_network.pdf,01_evidence/literature/validated-digests/U126_sea_lion_southeast_asian_languages_in_one_network_digest.md
U127,847942b6a9aea84ea7a7ce52153b6aeac222f4383d457d41a36a020c7b00876d,558342,is2,paper,AttaCut: A Fast and Accurate Neural Thai Word Segmenter,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,1911.07056,acquisition_url,high,13,C,https://arxiv.org/abs/1911.07056,https://arxiv.org/pdf/1911.07056,research/ref-paper/is2/pdfs/07_attacut_a_fast_and_accurate_neural_2020.pdf,01_evidence/C-tier/U127_attacut_a_fast_and_accurate_neural_thai_word_segmenter.pdf,01_evidence/literature/validated-digests/U127_attacut_a_fast_and_accurate_neural_thai_word_segmenter_digest.md
U128,f09d9a8bfd7ffdef3e178c72b8cb7589f6a59c5c98e730c6c8799515ccde1707,570588,is2,paper,MIRACL: Multilingual Information Retrieval Across 18 Languages,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2210.09984,acquisition_url,high,6,B,https://arxiv.org/abs/2210.09984,https://arxiv.org/pdf/2210.09984,research/ref-paper/is2/pdfs/09_miracl_multilingual_information_retrieval_across_18_2022.pdf,01_evidence/B-tier/U128_miracl_multilingual_information_retrieval_across_18_languages.pdf,01_evidence/literature/validated-digests/U128_miracl_multilingual_information_retrieval_across_18_languages_digest.md
